,header,single_q,double_q,dashes,braces,spaces,badwords,Cluster
31,"{b'Host': b'www.google.com\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'*/*\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Sec-Fetch-Dest': b'empty\r', b'Sec-Fetch-Mode': b'no-cors\r', b'Sec-Fetch-Site': b'cross-site\r', b'Te': b'trailers\r', b'Connection': b'close\r'}",0.0,0.0,12.0,0.0,21.0,0.0,Cluster 1
32,"{b'Host': b'www.google.com\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'*/*\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Sec-Fetch-Dest': b'empty\r', b'Sec-Fetch-Mode': b'no-cors\r', b'Sec-Fetch-Site': b'cross-site\r', b'Te': b'trailers\r', b'Connection': b'close\r'}",0.0,0.0,12.0,0.0,21.0,0.0,Cluster 1
33,"{b'Host': b'www.google.com\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'*/*\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Sec-Fetch-Dest': b'empty\r', b'Sec-Fetch-Mode': b'no-cors\r', b'Sec-Fetch-Site': b'cross-site\r', b'Te': b'trailers\r'}",0.0,0.0,12.0,0.0,20.0,0.0,Cluster 1
34,"{b'Host': b'www.google.com\r', b'Cookie': b'NID=511=jSCDTsP7AYNgZeGfidEqTIVP6DFXJqX5NpMguEk_vkeURwFs9T4f0uhQUJE5Ar-A9l7CxmmEh9EjG3b4cM4wbdmjNwDmfV-IAXD1w11YCeTNvzF3oMkL1RFQDXciOa6ntbbitrPIXFf0CSB1fAWoC0ML46nyc4uRS-Ss4FKctD8reqm2fPsU456vWP14IlOsv0eBaoL1ty-cVYA8Uf29-Ami6NGJy93dxMXZLUt-uzm6EVLm4RvWmwkIw38zfZxEZ_XjMrLnqEghXr3NClbR3eNU76Qi5-irjjrQBaxP-Isz4PQ1; SID=WwjMwqXfMLajabPgqPQZlm9-h2ZZPznxphkH8Bm0VwdzfkoFA3pSCM6TZ7NDujtQ-7-hEA.; __Secure-1PSID=WwjMwqXfMLajabPgqPQZlm9-h2ZZPznxphkH8Bm0VwdzfkoFyV7YNeVJ2QRNn-BZcESw_Q.; __Secure-3PSID=WwjMwqXfMLajabPgqPQZlm9-h2ZZPznxphkH8Bm0VwdzfkoFcTgTXNbuao92VzHoozFm1w.; HSID=A_36P-YH-ordrKIiU; SSID=AQfIohnrf3JQ1UH7V; APISID=bGkTiP7C7Xo3pcpC/AK07YAwYqVW8VdDy8; SAPISID=QrADY0Sh9h1kR-it/ABH8kLu0QWw_DZHx2; __Secure-1PAPISID=QrADY0Sh9h1kR-it/ABH8kLu0QWw_DZHx2; __Secure-3PAPISID=QrADY0Sh9h1kR-it/ABH8kLu0QWw_DZHx2; SIDCC=AP8dLtwHwTGfwJGdE92yw6nsIgNwQdZbWTxAHOtFzfllKYswEVgVrVs3tT9X8d43uiC9gJtnOtw; __Secure-1PSIDCC=AP8dLtxic6AmOqMuQOmLZOynA4VRbK5G1MlaVFLuA17BWtIHx3Bhx97JPpCt62XefRAlvLU-Iw; __Secure-3PSIDCC=AP8dLtzTNgXMiAqWGib7hoWem059GL03RxDm5w4t4a8Fas6FIaB52Ex1nqAQ6-src-NHJPYpbw; 1P_JAR=2023-06-05-03; AEC=AUEFqZcbxZl-rPqTn3DwaUohXenHraCoCpOsA7b5G7LvXxRRh1mTVhLWsEk; OTZ=7040994_34_34__34_; ANID=AHWqTUm-ROw2k668Cg-RLTgQmMswbRR-DrkODZZ6M_hVrCSoFbv5FNR2s3hE-Z7l\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Upgrade-Insecure-Requests': b'1\r', b'Sec-Fetch-Dest': b'document\r', b'Sec-Fetch-Mode': b'navigate\r', b'Sec-Fetch-Site': b'none\r', b'Sec-Fetch-User': b'?1\r', b'Te': b'trailers\r'}",0.0,0.0,52.0,0.0,39.0,0.0,Cluster 1
35,"{b'Host': b'www.google.com\r', b'Cookie': b'NID=511=jSCDTsP7AYNgZeGfidEqTIVP6DFXJqX5NpMguEk_vkeURwFs9T4f0uhQUJE5Ar-A9l7CxmmEh9EjG3b4cM4wbdmjNwDmfV-IAXD1w11YCeTNvzF3oMkL1RFQDXciOa6ntbbitrPIXFf0CSB1fAWoC0ML46nyc4uRS-Ss4FKctD8reqm2fPsU456vWP14IlOsv0eBaoL1ty-cVYA8Uf29-Ami6NGJy93dxMXZLUt-uzm6EVLm4RvWmwkIw38zfZxEZ_XjMrLnqEghXr3NClbR3eNU76Qi5-irjjrQBaxP-Isz4PQ1; SID=WwjMwqXfMLajabPgqPQZlm9-h2ZZPznxphkH8Bm0VwdzfkoFA3pSCM6TZ7NDujtQ-7-hEA.; __Secure-1PSID=WwjMwqXfMLajabPgqPQZlm9-h2ZZPznxphkH8Bm0VwdzfkoFyV7YNeVJ2QRNn-BZcESw_Q.; __Secure-3PSID=WwjMwqXfMLajabPgqPQZlm9-h2ZZPznxphkH8Bm0VwdzfkoFcTgTXNbuao92VzHoozFm1w.; HSID=A_36P-YH-ordrKIiU; SSID=AQfIohnrf3JQ1UH7V; APISID=bGkTiP7C7Xo3pcpC/AK07YAwYqVW8VdDy8; SAPISID=QrADY0Sh9h1kR-it/ABH8kLu0QWw_DZHx2; __Secure-1PAPISID=QrADY0Sh9h1kR-it/ABH8kLu0QWw_DZHx2; __Secure-3PAPISID=QrADY0Sh9h1kR-it/ABH8kLu0QWw_DZHx2; SIDCC=AP8dLty3ORStY6obuVxtCqTpvZ7fj_VwmV_SMKg1ov25JQetJewYO7HzHaqKX6qCee4iHnBUgj0; __Secure-1PSIDCC=AP8dLtxAT5iXmAHRW5YNdoq-TdpdFUwgqtfg40ITKZVM-ke-94UTFUMD8Nx646887v8_E2BHvg; __Secure-3PSIDCC=AP8dLtyEkiGhD9Gl3wSBWbBbmod-YVHWYogfqK8ObnW8HclGkulU-sVm8XJ7MNnmiCqOmJ4Q-g; 1P_JAR=2023-06-05-03; AEC=AUEFqZcbxZl-rPqTn3DwaUohXenHraCoCpOsA7b5G7LvXxRRh1mTVhLWsEk; OTZ=7040994_34_34__34_; ANID=AHWqTUm-ROw2k668Cg-RLTgQmMswbRR-DrkODZZ6M_hVrCSoFbv5FNR2s3hE-Z7l\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'*/*\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Referer': b'https://www.google.com/\r', b'Sec-Fetch-Dest': b'empty\r', b'Sec-Fetch-Mode': b'cors\r', b'Sec-Fetch-Site': b'same-origin\r', b'Te': b'trailers\r'}",0.0,0.0,53.0,0.0,38.0,0.0,Cluster 1
36,"{b'Host': b'www.google.com\r', b'Cookie': b'NID=511=jSCDTsP7AYNgZeGfidEqTIVP6DFXJqX5NpMguEk_vkeURwFs9T4f0uhQUJE5Ar-A9l7CxmmEh9EjG3b4cM4wbdmjNwDmfV-IAXD1w11YCeTNvzF3oMkL1RFQDXciOa6ntbbitrPIXFf0CSB1fAWoC0ML46nyc4uRS-Ss4FKctD8reqm2fPsU456vWP14IlOsv0eBaoL1ty-cVYA8Uf29-Ami6NGJy93dxMXZLUt-uzm6EVLm4RvWmwkIw38zfZxEZ_XjMrLnqEghXr3NClbR3eNU76Qi5-irjjrQBaxP-Isz4PQ1; SID=WwjMwqXfMLajabPgqPQZlm9-h2ZZPznxphkH8Bm0VwdzfkoFA3pSCM6TZ7NDujtQ-7-hEA.; __Secure-1PSID=WwjMwqXfMLajabPgqPQZlm9-h2ZZPznxphkH8Bm0VwdzfkoFyV7YNeVJ2QRNn-BZcESw_Q.; __Secure-3PSID=WwjMwqXfMLajabPgqPQZlm9-h2ZZPznxphkH8Bm0VwdzfkoFcTgTXNbuao92VzHoozFm1w.; HSID=A_36P-YH-ordrKIiU; SSID=AQfIohnrf3JQ1UH7V; APISID=bGkTiP7C7Xo3pcpC/AK07YAwYqVW8VdDy8; SAPISID=QrADY0Sh9h1kR-it/ABH8kLu0QWw_DZHx2; __Secure-1PAPISID=QrADY0Sh9h1kR-it/ABH8kLu0QWw_DZHx2; __Secure-3PAPISID=QrADY0Sh9h1kR-it/ABH8kLu0QWw_DZHx2; SIDCC=AP8dLty3ORStY6obuVxtCqTpvZ7fj_VwmV_SMKg1ov25JQetJewYO7HzHaqKX6qCee4iHnBUgj0; __Secure-1PSIDCC=AP8dLtxAT5iXmAHRW5YNdoq-TdpdFUwgqtfg40ITKZVM-ke-94UTFUMD8Nx646887v8_E2BHvg; __Secure-3PSIDCC=AP8dLtyEkiGhD9Gl3wSBWbBbmod-YVHWYogfqK8ObnW8HclGkulU-sVm8XJ7MNnmiCqOmJ4Q-g; 1P_JAR=2023-06-05-03; AEC=AUEFqZcbxZl-rPqTn3DwaUohXenHraCoCpOsA7b5G7LvXxRRh1mTVhLWsEk; OTZ=7040994_34_34__34_; ANID=AHWqTUm-ROw2k668Cg-RLTgQmMswbRR-DrkODZZ6M_hVrCSoFbv5FNR2s3hE-Z7l\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'*/*\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Referer': b'https://www.google.com/\r', b'Sec-Fetch-Dest': b'empty\r', b'Sec-Fetch-Mode': b'cors\r', b'Sec-Fetch-Site': b'same-origin\r', b'Te': b'trailers\r'}",0.0,0.0,56.0,0.0,38.0,0.0,Cluster 1
37,"{b'Host': b'www.google.com\r', b'Cookie': b'NID=511=jSCDTsP7AYNgZeGfidEqTIVP6DFXJqX5NpMguEk_vkeURwFs9T4f0uhQUJE5Ar-A9l7CxmmEh9EjG3b4cM4wbdmjNwDmfV-IAXD1w11YCeTNvzF3oMkL1RFQDXciOa6ntbbitrPIXFf0CSB1fAWoC0ML46nyc4uRS-Ss4FKctD8reqm2fPsU456vWP14IlOsv0eBaoL1ty-cVYA8Uf29-Ami6NGJy93dxMXZLUt-uzm6EVLm4RvWmwkIw38zfZxEZ_XjMrLnqEghXr3NClbR3eNU76Qi5-irjjrQBaxP-Isz4PQ1; SID=WwjMwqXfMLajabPgqPQZlm9-h2ZZPznxphkH8Bm0VwdzfkoFA3pSCM6TZ7NDujtQ-7-hEA.; __Secure-1PSID=WwjMwqXfMLajabPgqPQZlm9-h2ZZPznxphkH8Bm0VwdzfkoFyV7YNeVJ2QRNn-BZcESw_Q.; __Secure-3PSID=WwjMwqXfMLajabPgqPQZlm9-h2ZZPznxphkH8Bm0VwdzfkoFcTgTXNbuao92VzHoozFm1w.; HSID=A_36P-YH-ordrKIiU; SSID=AQfIohnrf3JQ1UH7V; APISID=bGkTiP7C7Xo3pcpC/AK07YAwYqVW8VdDy8; SAPISID=QrADY0Sh9h1kR-it/ABH8kLu0QWw_DZHx2; __Secure-1PAPISID=QrADY0Sh9h1kR-it/ABH8kLu0QWw_DZHx2; __Secure-3PAPISID=QrADY0Sh9h1kR-it/ABH8kLu0QWw_DZHx2; SIDCC=AP8dLty3ORStY6obuVxtCqTpvZ7fj_VwmV_SMKg1ov25JQetJewYO7HzHaqKX6qCee4iHnBUgj0; __Secure-1PSIDCC=AP8dLtxAT5iXmAHRW5YNdoq-TdpdFUwgqtfg40ITKZVM-ke-94UTFUMD8Nx646887v8_E2BHvg; __Secure-3PSIDCC=AP8dLtyEkiGhD9Gl3wSBWbBbmod-YVHWYogfqK8ObnW8HclGkulU-sVm8XJ7MNnmiCqOmJ4Q-g; 1P_JAR=2023-06-05-03; AEC=AUEFqZcbxZl-rPqTn3DwaUohXenHraCoCpOsA7b5G7LvXxRRh1mTVhLWsEk; OTZ=7040994_34_34__34_; ANID=AHWqTUm-ROw2k668Cg-RLTgQmMswbRR-DrkODZZ6M_hVrCSoFbv5FNR2s3hE-Z7l\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'*/*\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Referer': b'https://www.google.com/\r', b'Sec-Fetch-Dest': b'script\r', b'Sec-Fetch-Mode': b'no-cors\r', b'Sec-Fetch-Site': b'same-origin\r', b'Te': b'trailers\r'}",0.0,0.0,51.0,0.0,38.0,0.0,Cluster 1
38,"{b'Host': b'www.google.com\r', b'Cookie': b'NID=511=jSCDTsP7AYNgZeGfidEqTIVP6DFXJqX5NpMguEk_vkeURwFs9T4f0uhQUJE5Ar-A9l7CxmmEh9EjG3b4cM4wbdmjNwDmfV-IAXD1w11YCeTNvzF3oMkL1RFQDXciOa6ntbbitrPIXFf0CSB1fAWoC0ML46nyc4uRS-Ss4FKctD8reqm2fPsU456vWP14IlOsv0eBaoL1ty-cVYA8Uf29-Ami6NGJy93dxMXZLUt-uzm6EVLm4RvWmwkIw38zfZxEZ_XjMrLnqEghXr3NClbR3eNU76Qi5-irjjrQBaxP-Isz4PQ1; SID=WwjMwqXfMLajabPgqPQZlm9-h2ZZPznxphkH8Bm0VwdzfkoFA3pSCM6TZ7NDujtQ-7-hEA.; __Secure-1PSID=WwjMwqXfMLajabPgqPQZlm9-h2ZZPznxphkH8Bm0VwdzfkoFyV7YNeVJ2QRNn-BZcESw_Q.; __Secure-3PSID=WwjMwqXfMLajabPgqPQZlm9-h2ZZPznxphkH8Bm0VwdzfkoFcTgTXNbuao92VzHoozFm1w.; HSID=A_36P-YH-ordrKIiU; SSID=AQfIohnrf3JQ1UH7V; APISID=bGkTiP7C7Xo3pcpC/AK07YAwYqVW8VdDy8; SAPISID=QrADY0Sh9h1kR-it/ABH8kLu0QWw_DZHx2; __Secure-1PAPISID=QrADY0Sh9h1kR-it/ABH8kLu0QWw_DZHx2; __Secure-3PAPISID=QrADY0Sh9h1kR-it/ABH8kLu0QWw_DZHx2; SIDCC=AP8dLty3ORStY6obuVxtCqTpvZ7fj_VwmV_SMKg1ov25JQetJewYO7HzHaqKX6qCee4iHnBUgj0; __Secure-1PSIDCC=AP8dLtxAT5iXmAHRW5YNdoq-TdpdFUwgqtfg40ITKZVM-ke-94UTFUMD8Nx646887v8_E2BHvg; __Secure-3PSIDCC=AP8dLtyEkiGhD9Gl3wSBWbBbmod-YVHWYogfqK8ObnW8HclGkulU-sVm8XJ7MNnmiCqOmJ4Q-g; 1P_JAR=2023-06-05-03; AEC=AUEFqZcbxZl-rPqTn3DwaUohXenHraCoCpOsA7b5G7LvXxRRh1mTVhLWsEk; OTZ=7040994_34_34__34_; ANID=AHWqTUm-ROw2k668Cg-RLTgQmMswbRR-DrkODZZ6M_hVrCSoFbv5FNR2s3hE-Z7l\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'image/avif,image/webp,*/*\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Referer': b'https://www.google.com/\r', b'Sec-Fetch-Dest': b'image\r', b'Sec-Fetch-Mode': b'no-cors\r', b'Sec-Fetch-Site': b'same-origin\r', b'Te': b'trailers\r'}",0.0,0.0,51.0,0.0,38.0,0.0,Cluster 1
39,"{b'Host': b'www.google.com\r', b'Cookie': b'NID=511=jSCDTsP7AYNgZeGfidEqTIVP6DFXJqX5NpMguEk_vkeURwFs9T4f0uhQUJE5Ar-A9l7CxmmEh9EjG3b4cM4wbdmjNwDmfV-IAXD1w11YCeTNvzF3oMkL1RFQDXciOa6ntbbitrPIXFf0CSB1fAWoC0ML46nyc4uRS-Ss4FKctD8reqm2fPsU456vWP14IlOsv0eBaoL1ty-cVYA8Uf29-Ami6NGJy93dxMXZLUt-uzm6EVLm4RvWmwkIw38zfZxEZ_XjMrLnqEghXr3NClbR3eNU76Qi5-irjjrQBaxP-Isz4PQ1; SID=WwjMwqXfMLajabPgqPQZlm9-h2ZZPznxphkH8Bm0VwdzfkoFA3pSCM6TZ7NDujtQ-7-hEA.; __Secure-1PSID=WwjMwqXfMLajabPgqPQZlm9-h2ZZPznxphkH8Bm0VwdzfkoFyV7YNeVJ2QRNn-BZcESw_Q.; __Secure-3PSID=WwjMwqXfMLajabPgqPQZlm9-h2ZZPznxphkH8Bm0VwdzfkoFcTgTXNbuao92VzHoozFm1w.; HSID=A_36P-YH-ordrKIiU; SSID=AQfIohnrf3JQ1UH7V; APISID=bGkTiP7C7Xo3pcpC/AK07YAwYqVW8VdDy8; SAPISID=QrADY0Sh9h1kR-it/ABH8kLu0QWw_DZHx2; __Secure-1PAPISID=QrADY0Sh9h1kR-it/ABH8kLu0QWw_DZHx2; __Secure-3PAPISID=QrADY0Sh9h1kR-it/ABH8kLu0QWw_DZHx2; SIDCC=AP8dLtz-Bsv2mp0stxHOEvWyr3TEKzPaqK6C-Uk6y4S88AZjhdjxgoA1dBVeDZgs1O9NnUS1ras; __Secure-1PSIDCC=AP8dLtygU3eZnAME-Vbygnyr4hcmGhEF0EVCDaAv1ZzXht8oeNQCphzIeXpGKBMxryYtaHPwlQ; __Secure-3PSIDCC=AP8dLtwm-1tl0P5KDvYadf9MapHyo18Wrp6_JCE_lyaQ77T1MCqXK0zLX2dtSY8kcsk-vjsS2w; 1P_JAR=2023-06-05-03; AEC=AUEFqZcbxZl-rPqTn3DwaUohXenHraCoCpOsA7b5G7LvXxRRh1mTVhLWsEk; OTZ=7040994_34_34__34_; ANID=AHWqTUm-ROw2k668Cg-RLTgQmMswbRR-DrkODZZ6M_hVrCSoFbv5FNR2s3hE-Z7l\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'*/*\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Referer': b'https://www.google.com/\r', b'Sec-Fetch-Dest': b'script\r', b'Sec-Fetch-Mode': b'no-cors\r', b'Sec-Fetch-Site': b'same-origin\r', b'Te': b'trailers\r'}",0.0,0.0,50.0,0.0,38.0,0.0,Cluster 1
40,"{b'Host': b'www.google.com\r', b'Cookie': b'NID=511=jSCDTsP7AYNgZeGfidEqTIVP6DFXJqX5NpMguEk_vkeURwFs9T4f0uhQUJE5Ar-A9l7CxmmEh9EjG3b4cM4wbdmjNwDmfV-IAXD1w11YCeTNvzF3oMkL1RFQDXciOa6ntbbitrPIXFf0CSB1fAWoC0ML46nyc4uRS-Ss4FKctD8reqm2fPsU456vWP14IlOsv0eBaoL1ty-cVYA8Uf29-Ami6NGJy93dxMXZLUt-uzm6EVLm4RvWmwkIw38zfZxEZ_XjMrLnqEghXr3NClbR3eNU76Qi5-irjjrQBaxP-Isz4PQ1; SID=WwjMwqXfMLajabPgqPQZlm9-h2ZZPznxphkH8Bm0VwdzfkoFA3pSCM6TZ7NDujtQ-7-hEA.; __Secure-1PSID=WwjMwqXfMLajabPgqPQZlm9-h2ZZPznxphkH8Bm0VwdzfkoFyV7YNeVJ2QRNn-BZcESw_Q.; __Secure-3PSID=WwjMwqXfMLajabPgqPQZlm9-h2ZZPznxphkH8Bm0VwdzfkoFcTgTXNbuao92VzHoozFm1w.; HSID=A_36P-YH-ordrKIiU; SSID=AQfIohnrf3JQ1UH7V; APISID=bGkTiP7C7Xo3pcpC/AK07YAwYqVW8VdDy8; SAPISID=QrADY0Sh9h1kR-it/ABH8kLu0QWw_DZHx2; __Secure-1PAPISID=QrADY0Sh9h1kR-it/ABH8kLu0QWw_DZHx2; __Secure-3PAPISID=QrADY0Sh9h1kR-it/ABH8kLu0QWw_DZHx2; SIDCC=AP8dLtz-Bsv2mp0stxHOEvWyr3TEKzPaqK6C-Uk6y4S88AZjhdjxgoA1dBVeDZgs1O9NnUS1ras; __Secure-1PSIDCC=AP8dLtygU3eZnAME-Vbygnyr4hcmGhEF0EVCDaAv1ZzXht8oeNQCphzIeXpGKBMxryYtaHPwlQ; __Secure-3PSIDCC=AP8dLtwm-1tl0P5KDvYadf9MapHyo18Wrp6_JCE_lyaQ77T1MCqXK0zLX2dtSY8kcsk-vjsS2w; 1P_JAR=2023-06-05-03; AEC=AUEFqZcbxZl-rPqTn3DwaUohXenHraCoCpOsA7b5G7LvXxRRh1mTVhLWsEk; OTZ=7040994_34_34__34_; ANID=AHWqTUm-ROw2k668Cg-RLTgQmMswbRR-DrkODZZ6M_hVrCSoFbv5FNR2s3hE-Z7l\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'*/*\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Referer': b'https://www.google.com/\r', b'Sec-Fetch-Dest': b'script\r', b'Sec-Fetch-Mode': b'no-cors\r', b'Sec-Fetch-Site': b'same-origin\r', b'Te': b'trailers\r'}",0.0,0.0,50.0,0.0,38.0,0.0,Cluster 1
41,"{b'Host': b'www.google.com\r', b'Cookie': b'NID=511=jSCDTsP7AYNgZeGfidEqTIVP6DFXJqX5NpMguEk_vkeURwFs9T4f0uhQUJE5Ar-A9l7CxmmEh9EjG3b4cM4wbdmjNwDmfV-IAXD1w11YCeTNvzF3oMkL1RFQDXciOa6ntbbitrPIXFf0CSB1fAWoC0ML46nyc4uRS-Ss4FKctD8reqm2fPsU456vWP14IlOsv0eBaoL1ty-cVYA8Uf29-Ami6NGJy93dxMXZLUt-uzm6EVLm4RvWmwkIw38zfZxEZ_XjMrLnqEghXr3NClbR3eNU76Qi5-irjjrQBaxP-Isz4PQ1; SID=WwjMwqXfMLajabPgqPQZlm9-h2ZZPznxphkH8Bm0VwdzfkoFA3pSCM6TZ7NDujtQ-7-hEA.; __Secure-1PSID=WwjMwqXfMLajabPgqPQZlm9-h2ZZPznxphkH8Bm0VwdzfkoFyV7YNeVJ2QRNn-BZcESw_Q.; __Secure-3PSID=WwjMwqXfMLajabPgqPQZlm9-h2ZZPznxphkH8Bm0VwdzfkoFcTgTXNbuao92VzHoozFm1w.; HSID=A_36P-YH-ordrKIiU; SSID=AQfIohnrf3JQ1UH7V; APISID=bGkTiP7C7Xo3pcpC/AK07YAwYqVW8VdDy8; SAPISID=QrADY0Sh9h1kR-it/ABH8kLu0QWw_DZHx2; __Secure-1PAPISID=QrADY0Sh9h1kR-it/ABH8kLu0QWw_DZHx2; __Secure-3PAPISID=QrADY0Sh9h1kR-it/ABH8kLu0QWw_DZHx2; SIDCC=AP8dLtz-Bsv2mp0stxHOEvWyr3TEKzPaqK6C-Uk6y4S88AZjhdjxgoA1dBVeDZgs1O9NnUS1ras; __Secure-1PSIDCC=AP8dLtygU3eZnAME-Vbygnyr4hcmGhEF0EVCDaAv1ZzXht8oeNQCphzIeXpGKBMxryYtaHPwlQ; __Secure-3PSIDCC=AP8dLtwm-1tl0P5KDvYadf9MapHyo18Wrp6_JCE_lyaQ77T1MCqXK0zLX2dtSY8kcsk-vjsS2w; 1P_JAR=2023-06-05-03; AEC=AUEFqZcbxZl-rPqTn3DwaUohXenHraCoCpOsA7b5G7LvXxRRh1mTVhLWsEk; OTZ=7040994_34_34__34_; ANID=AHWqTUm-ROw2k668Cg-RLTgQmMswbRR-DrkODZZ6M_hVrCSoFbv5FNR2s3hE-Z7l; DV=wyPe57eAB5cn4NvUndzzyhldatKaiJipaiyffETzdAMAAAA\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'*/*\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Referer': b'https://www.google.com/\r', b'Sec-Fetch-Dest': b'empty\r', b'Sec-Fetch-Mode': b'cors\r', b'Sec-Fetch-Site': b'same-origin\r', b'Te': b'trailers\r'}",0.0,0.0,51.0,0.0,39.0,0.0,Cluster 1
42,"{b'Host': b'adservice.google.com\r', b'Cookie': b'NID=511=jSCDTsP7AYNgZeGfidEqTIVP6DFXJqX5NpMguEk_vkeURwFs9T4f0uhQUJE5Ar-A9l7CxmmEh9EjG3b4cM4wbdmjNwDmfV-IAXD1w11YCeTNvzF3oMkL1RFQDXciOa6ntbbitrPIXFf0CSB1fAWoC0ML46nyc4uRS-Ss4FKctD8reqm2fPsU456vWP14IlOsv0eBaoL1ty-cVYA8Uf29-Ami6NGJy93dxMXZLUt-uzm6EVLm4RvWmwkIw38zfZxEZ_XjMrLnqEghXr3NClbR3eNU76Qi5-irjjrQBaxP-Isz4PQ1; SID=WwjMwqXfMLajabPgqPQZlm9-h2ZZPznxphkH8Bm0VwdzfkoFA3pSCM6TZ7NDujtQ-7-hEA.; __Secure-1PSID=WwjMwqXfMLajabPgqPQZlm9-h2ZZPznxphkH8Bm0VwdzfkoFyV7YNeVJ2QRNn-BZcESw_Q.; __Secure-3PSID=WwjMwqXfMLajabPgqPQZlm9-h2ZZPznxphkH8Bm0VwdzfkoFcTgTXNbuao92VzHoozFm1w.; HSID=A_36P-YH-ordrKIiU; SSID=AQfIohnrf3JQ1UH7V; APISID=bGkTiP7C7Xo3pcpC/AK07YAwYqVW8VdDy8; SAPISID=QrADY0Sh9h1kR-it/ABH8kLu0QWw_DZHx2; __Secure-1PAPISID=QrADY0Sh9h1kR-it/ABH8kLu0QWw_DZHx2; __Secure-3PAPISID=QrADY0Sh9h1kR-it/ABH8kLu0QWw_DZHx2; SIDCC=AP8dLtz-Bsv2mp0stxHOEvWyr3TEKzPaqK6C-Uk6y4S88AZjhdjxgoA1dBVeDZgs1O9NnUS1ras; __Secure-1PSIDCC=AP8dLtygU3eZnAME-Vbygnyr4hcmGhEF0EVCDaAv1ZzXht8oeNQCphzIeXpGKBMxryYtaHPwlQ; __Secure-3PSIDCC=AP8dLtwm-1tl0P5KDvYadf9MapHyo18Wrp6_JCE_lyaQ77T1MCqXK0zLX2dtSY8kcsk-vjsS2w; 1P_JAR=2023-06-05-03; AEC=AUEFqZcbxZl-rPqTn3DwaUohXenHraCoCpOsA7b5G7LvXxRRh1mTVhLWsEk; ANID=AHWqTUm-ROw2k668Cg-RLTgQmMswbRR-DrkODZZ6M_hVrCSoFbv5FNR2s3hE-Z7l\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'image/avif,image/webp,*/*\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Referer': b'https://www.google.com/\r', b'Sec-Fetch-Dest': b'image\r', b'Sec-Fetch-Mode': b'no-cors\r', b'Sec-Fetch-Site': b'same-site\r', b'Te': b'trailers\r', b'Connection': b'close\r'}",0.0,0.0,50.0,0.0,38.0,0.0,Cluster 1
